LON,LAT,PLOTID,SAMPLEID,coded_2000_2010,coded_2009_2015,coded_last_change,coded_updated_2010_2015,coded_updated_2005_2010,fcdm,ccdc_2005_2010,ccdc_2010_2015
103.30306865448635,20.21627105876039,152,152,1,1,2014,1,1,0,1,1
101.88175421195245,19.764598133905096,153,153,1,1,2002,1,1,0,1,1
102.83118363573837,21.018017449837064,154,154,1,1,0,1,1,0,1,1
101.13336774875248,20.08098477697199,162,162,1,1,0,1,1,0,1,1
101.77045294825004,21.141445969875086,171,171,1,1,0,1,1,0,1,1
102.58675204692945,19.664346148197357,172,172,1,1,2009,1,1,0,1,1
101.380763777999,18.906796869099363,174,174,1,1,0,1,1,0,1,1
101.65457027659862,20.788138568630878,175,175,1,1,0,1,1,0,1,1
104.30747497366039,20.31436708778624,176,176,1,1,2005,1,1,0,1,1
101.12663038412158,19.7045008413975,177,177,1,1,2015,1,1,0,1,1
104.01534284326472,20.65932015688814,179,179,1,1,0,1,1,0,1,1
104.70983038941753,19.890182610625004,181,181,1,1,2015,1,1,0,1,3
101.11612009529738,19.690487122965234,187,187,1,1,2015,1,1,0,1,3
103.01120601867592,20.667135499859977,188,188,1,1,2014,1,1,0,1,1
104.85670493837107,20.056191275130292,190,190,1,1,0,1,1,0,1,1
100.88785818160261,21.25625066318556,193,193,3,1,2004,1,1,0,1,1
100.86333417434615,20.166145065906523,195,195,1,1,0,1,1,0,1,1
102.41535349071944,20.134883694019162,197,197,1,1,0,1,1,0,1,1
102.97563273342479,20.805386222085975,201,201,1,1,0,1,1,0,1,1
102.56573146928105,20.58305318926639,207,207,1,1,0,1,1,0,1,1
102.31590998876742,20.86736997669022,208,208,1,1,2014,1,1,0,1,1
101.85318778591746,20.28014127546129,209,209,1,1,2014,1,1,0,1,1
101.29317803779733,20.897553370236636,214,214,1,1,2002,1,1,0,1,1
104.91302930668536,20.149705896207134,216,216,1,1,0,1,1,0,1,1
103.79166233751896,20.14162105865006,217,217,1,1,2015,1,1,0,1,2
104.20937894463454,20.15132286371855,218,218,1,1,2013,1,1,0,1,1
101.7453899518231,21.111801565499142,221,221,1,1,2014,1,1,0,1,1
101.41633706325013,20.833683153535738,222,222,1,1,0,1,1,0,1,1
101.86827948269065,20.09796293584185,223,223,1,1,0,1,1,0,1,1
101.52117045690687,19.687792177112875,227,227,1,1,0,1,1,0,1,1
100.86764608770991,21.24331492309424,228,228,3,1,2008,1,3,0,1,1
100.92531792895039,20.15913820669039,231,231,1,1,0,1,1,0,1,1
102.0181184720818,19.63551022757712,232,232,1,1,2014,1,1,0,1,3
102.48811702873313,19.979924307508544,235,235,1,1,2014,1,1,0,1,1
101.98443164892731,20.971664381176495,236,236,1,1,0,1,1,0,1,1
103.2928278602474,20.234866185141666,239,239,1,1,2015,1,1,0,1,1
100.80781828978756,20.805386222085975,244,244,1,1,2004,1,1,0,1,1
102.69832280521709,19.97237845912194,245,245,1,1,2013,1,1,0,1,3
101.04389554645417,20.913184056180317,248,248,1,1,0,1,1,0,1,1
103.19122840161347,20.466631528444502,250,250,1,1,0,1,1,0,1,1
102.55037027792261,20.614584055738987,251,251,1,1,0,1,1,0,1,1
101.36109067327678,20.773855355613378,252,252,1,1,2001,1,1,0,1,1
102.79938327468054,20.848774850308946,253,253,1,1,0,1,1,0,1,1
101.67855529468461,20.221930445050344,256,256,1,1,0,1,1,0,1,1
103.08747298629767,20.52403387509974,258,258,1,1,0,1,1,0,1,1
101.95748219040372,19.551697411568767,264,264,1,1,2010,1,1,0,1,1
104.77531757362983,19.814185137588492,265,265,1,1,0,1,1,0,1,1
100.71403417412549,20.855512214939843,270,270,1,1,0,1,1,0,1,1
103.37502370874434,20.267475029955204,271,271,1,1,2014,1,1,0,1,1
101.59932388662527,20.97732376746645,274,274,1,1,0,1,1,0,1,1
101.83917406748519,19.917401563733826,276,276,1,1,0,1,1,0,1,1
102.46062858103907,19.68374975833434,277,277,1,1,0,1,1,0,1,1
104.6389533135005,20.048914921328926,279,279,1,1,2015,1,1,0,1,1
104.77585656280031,20.115210589296947,280,280,1,1,2015,1,1,0,1,1
102.0941159451183,19.471927014338956,282,282,1,1,0,1,1,0,1,1
103.7490821930517,20.2313627555336,284,284,1,1,2003,1,1,0,1,1
101.87205240688395,20.4733688930754,287,287,1,1,0,1,1,0,1,1
103.09717479136616,19.903118350716326,288,288,1,1,0,1,1,0,1,1
101.83594013246235,19.559782249125846,289,289,1,1,0,1,1,0,1,1
101.41957099827296,18.997616544323847,290,290,1,1,0,1,1,0,1,1
102.4735643211304,19.75193188839901,293,293,1,1,0,1,1,0,1,1
101.18753616038488,18.18509036983774,294,294,1,1,0,1,1,0,1,1
101.3004543915987,18.829182428551437,295,295,1,1,2014,1,1,0,1,1
104.6141598116588,20.108742719251286,296,296,1,1,0,1,1,0,1,1
102.8155529497947,19.741960588745282,300,300,1,1,2006,1,1,0,1,1
100.78760619589487,20.92072990456692,310,310,1,1,0,1,1,0,1,1
102.28464861688005,20.79460643867654,311,311,1,1,0,1,1,0,1,1
100.89594301915969,19.774299938973588,313,313,1,1,0,1,1,0,1,1
101.4484069188932,21.086738569072207,314,314,1,1,2001,1,1,0,1,1
102.43691305753832,19.896650480670665,315,315,1,1,0,1,1,0,1,1
101.7580561973292,19.53606672562509,316,316,1,1,0,1,1,0,1,1
101.39558598018697,20.58952105931205,318,318,1,1,0,1,1,0,1,1
101.55350980713517,20.984600121267817,320,320,1,1,0,1,1,0,1,1
104.78232443284597,20.169917990099822,322,322,1,1,0,1,1,0,1,1
104.06034843899911,20.381201744924734,324,324,1,1,2008,1,1,0,1,1
101.64621594445632,19.506422321249147,326,326,1,1,0,1,1,0,1,1
101.3080002399853,18.98495029881776,329,329,1,1,0,1,1,0,1,1
104.14254428749605,20.1532093258152,330,330,1,1,2014,1,1,0,1,1
103.01740439413635,21.02987521158744,331,331,1,1,0,1,1,0,1,1
101.20451431925474,18.117177734358304,332,332,1,1,0,1,1,0,1,1
103.59627876322297,20.645306438455876,333,333,1,1,0,1,1,0,1,1
103.70138165146496,20.640186041336392,334,334,1,1,0,1,1,0,1,1
103.2020081850229,20.306551744814403,339,339,1,1,2015,1,1,0,1,1
103.8835599910844,20.854703731184134,340,340,1,1,0,1,1,0,1,1
101.3139291208605,20.317062033638603,344,344,1,1,2000,1,1,0,1,1
101.24844193664819,20.629136763341723,347,347,1,1,0,1,1,0,1,1
102.3533697361152,19.531754812261315,348,348,1,1,0,1,1,0,1,1
102.67460728171633,19.714202646465992,351,351,1,1,0,1,1,0,1,1
103.3453793043684,20.32299091451379,356,356,1,1,2003,1,1,0,1,1
101.018563055442,20.306282250229167,357,357,1,1,2002,1,1,0,1,1
101.64055655816635,19.81634109427038,360,360,1,1,2015,1,1,0,1,3
102.19086450121797,20.089878098284775,362,362,1,1,0,1,1,0,1,1
100.64585204406082,20.242142538943032,363,363,1,1,0,1,1,0,1,1
102.68053616259152,20.800804814136963,364,364,1,1,2014,1,1,0,1,1
103.17613670484027,19.948662935621186,366,366,1,1,0,1,1,0,1,1
103.57930060435311,20.471482430978746,367,367,1,1,0,1,1,0,1,1
102.59052497112275,20.242412033528268,380,380,1,1,0,1,1,0,1,1
101.83351468119523,19.9036573398868,386,386,1,1,0,1,1,0,1,1
100.94687749576926,20.79002503072753,390,390,1,1,0,1,1,0,1,1
101.44328652177371,19.15149795249352,392,392,1,1,0,1,1,0,1,1
104.20452804210029,20.03409271914095,394,394,1,1,0,1,1,0,1,1
100.83854067250445,20.752565283379745,397,397,1,1,2013,1,1,0,1,1
102.93413056729847,19.896111491500193,403,403,1,1,0,1,1,0,1,3
101.35893471659489,19.622035498315327,404,404,1,1,0,1,1,0,1,1
100.97813886765663,17.59462773358598,408,408,1,1,0,1,1,0,1,1
102.03213219051406,20.142968531576237,410,410,1,1,0,1,1,0,1,1
101.52413489734447,19.46842358473089,412,412,1,1,0,1,1,0,1,1
101.16409013146937,17.561749394187206,422,422,1,1,2015,1,1,0,1,2
103.9234451896993,20.40033586047648,424,424,1,1,0,1,1,0,1,1
101.03554121431186,20.8649445254231,426,426,1,1,0,1,1,0,1,1
101.42010998744342,19.20377990202928,429,429,1,1,0,1,1,0,1,1
101.52332641358876,20.733431167827998,430,430,1,1,0,1,1,0,1,1
101.8828321902934,19.795320516621985,437,437,1,1,0,1,1,0,1,1
101.32120547466187,21.043888930019705,438,438,1,1,0,1,1,0,1,1
102.56330601801393,20.368266004833416,445,445,1,1,2014,1,1,0,1,1
101.3920825505789,19.181681346039937,447,447,1,1,0,1,1,0,1,1
100.42729193543454,20.50759470540035,450,450,1,1,0,1,1,0,1,2
101.66076865205905,21.065987486009046,454,454,1,1,0,1,1,0,1,1
101.49853291174706,20.260198676153834,455,455,1,1,0,1,1,0,1,1
103.69167984639647,20.635604633387384,458,458,1,1,0,1,1,0,1,1
100.87492244151129,20.709715644327243,459,459,1,1,0,1,1,0,1,1
101.21017370554469,20.673064380735166,460,460,1,1,0,1,1,0,1,1
101.48990908501952,20.720764922321916,464,464,1,1,0,1,1,0,1,1
101.3769908538057,18.50632791543888,465,465,1,1,2015,1,1,0,1,1
101.87852027692962,19.847871960742975,466,466,1,1,0,1,1,0,1,1
100.59626504037742,19.59858946939981,469,469,1,1,0,1,1,0,1,1
102.17577280444478,19.601284415252167,470,470,1,1,2014,1,1,0,1,2
101.67208742463896,18.941022681424318,473,473,1,1,0,1,1,0,1,1
102.00194879696764,19.67404795326585,475,475,1,1,2013,1,1,0,1,1
102.22023941100869,20.135422683189635,476,476,1,1,2012,1,1,0,1,2
103.61649085711566,20.677915283269414,478,478,1,1,0,1,1,0,1,1
104.69393020888862,19.987200661309913,479,479,1,1,2015,1,1,0,1,1
103.10229518848564,20.017653549441565,485,485,1,1,0,1,1,0,1,1
103.89299230156765,20.481992719802946,486,486,1,1,0,1,1,0,1,1
101.48963959043428,18.588523763935818,487,487,1,1,2015,1,1,0,1,1
103.2049726254605,20.52834578846351,488,488,1,1,2006,1,1,0,1,1
104.05361107436822,20.570117449175072,490,490,1,1,0,1,1,0,1,3
100.65339789244742,20.25939019239813,491,491,1,1,0,1,1,0,1,1
101.33710565519078,20.751756799624037,494,494,1,1,0,1,1,0,1,1
101.30880872374102,19.112421237634322,499,499,1,1,0,1,1,0,1,1
102.60642515165166,20.90833315364607,500,500,1,1,0,1,1,0,1,1
104.1271830961376,20.233518712215485,504,504,1,1,0,1,1,0,1,1
102.41346702862279,19.637666184259007,505,505,1,1,0,1,1,0,1,1
101.50041937384371,19.713394162710284,507,507,1,1,0,1,1,0,1,1
101.47616486117249,18.869876110922053,509,509,1,1,0,1,1,0,1,1
103.86119194050981,20.732622684072293,510,510,1,1,2015,1,1,0,1,1
100.80862677354327,20.91372304535079,511,511,1,1,0,1,1,0,1,1
101.26892352512611,18.617898673726526,513,513,1,1,0,1,1,0,1,1
104.2465691973971,20.364223586054877,514,514,1,1,2000,1,1,0,1,1
100.65339789244742,20.562032611617994,517,517,1,1,0,1,1,0,1,1
102.29084699234048,20.876802287173476,521,521,1,1,2008,1,1,0,1,1
100.25050348751981,20.435100661971905,524,524,1,1,0,1,1,0,1,1
100.9223534885128,20.759302648010642,526,526,1,1,0,1,1,0,1,1
101.42846431958574,20.859554633718382,529,529,1,1,0,1,1,0,1,1
104.82167064229041,19.98154127501996,537,537,1,1,0,1,1,0,1,1
101.62465637763744,18.679073944575066,539,539,1,1,0,1,1,0,1,1
101.37375691878286,18.16622574887123,542,542,1,1,0,1,1,0,1,1
103.76201793314301,20.257773224886712,544,544,1,1,0,1,1,0,1,1
103.28231757142319,19.98342773711661,552,552,1,1,0,1,1,0,1,1
100.94660800118403,20.574429362538844,556,556,1,1,2015,1,1,0,1,2
102.80773760682285,20.663093081081442,560,560,1,1,2014,1,1,0,1,1
101.7294897712942,19.384071779552066,561,561,1,1,2015,1,1,0,1,1
100.87114951731799,21.073802828980888,564,564,1,1,0,1,1,0,1,1
102.11001612564722,19.937613657626514,565,565,1,1,0,1,1,0,1,1
104.59475620152182,20.271247954148507,567,567,1,1,2015,1,1,0,1,1
100.75257189981421,20.386322142044218,573,573,1,1,0,1,1,0,1,1
100.57416648438807,20.640725030506864,574,574,1,1,0,1,1,0,1,1
102.39594988058246,20.300622863939214,575,575,1,1,0,1,1,0,1,1
102.23964302114567,19.81310715924755,579,579,1,1,0,1,1,0,1,1
103.97599663382029,20.56823098707842,580,580,1,1,0,1,1,0,1,1
102.44472840051016,20.7296582436347,582,582,1,1,2013,1,1,0,1,1
101.47077496946777,21.18267864141617,583,583,1,1,0,1,1,0,1,1
101.52143995149211,20.847966366553237,584,584,1,1,0,1,1,0,1,1
104.54328273574177,20.131380264411096,589,589,1,1,2015,1,1,0,1,1
103.47716215654872,20.255886762790063,590,590,1,1,0,1,1,0,1,1
102.57893670395761,20.70351726886682,598,598,1,1,0,1,1,0,1,1
102.08279717253839,20.334309687093697,599,599,1,1,2015,1,1,0,1,1
101.30449681037724,18.86691167048446,606,606,1,1,0,1,1,0,1,1
104.20048562332175,20.52133892924738,607,607,1,1,2004,1,1,0,1,1
103.19392334746584,20.176385860145484,611,611,1,1,2014,1,1,0,1,1
101.33009879597465,18.66775517199516,613,613,1,1,0,1,1,0,1,1
101.57210493351646,20.066432069369256,615,615,1,1,0,1,1,0,1,1
101.1891531278963,20.733431167827998,617,617,1,1,0,1,1,0,1,1
101.20963471637423,18.517377193433553,619,619,1,1,0,1,1,0,1,1
101.96907045756886,20.59760589686913,622,622,1,1,2001,1,1,0,1,1
101.0862061963362,20.352635318889735,624,624,1,1,2015,1,1,0,1,1
104.23794537066954,20.176116365560247,629,629,1,1,2000,1,1,0,1,1
101.51281612476456,19.611255714905894,630,630,1,1,2015,1,1,0,1,1
101.35516179240159,18.920541092946394,631,631,1,1,0,1,1,0,1,1
101.57911179273258,18.63137340298832,634,634,1,1,0,1,1,0,1,1
103.15134320299858,20.37230842361195,636,636,1,1,0,1,1,0,1,1
100.71672911997784,20.241334055187327,638,638,1,1,2015,1,1,0,1,2
103.3499607123174,20.683574669559366,643,643,1,1,2004,1,1,0,1,1
103.54561378119863,20.467979001370683,645,645,1,1,0,1,1,0,1,1
101.56940998766409,20.6334486767055,647,647,1,1,0,1,1,0,1,1
100.72265800085303,20.763075572203945,648,648,1,1,0,1,1,0,1,1
100.27394951643532,20.48819109526337,650,650,1,1,2002,1,1,0,1,1
101.20208886798763,20.707829182230594,654,654,1,1,0,1,1,0,1,1
102.62448128886247,20.623746871637007,658,658,1,1,2014,1,1,0,1,1
101.49098706336046,19.26414668912211,659,659,1,1,2010,1,1,0,1,1
100.43564626757684,20.438334596994736,662,662,1,1,0,1,1,0,1,1
104.02208020789563,19.915784596222412,663,663,1,1,2015,1,1,0,1,1
101.58315421151111,20.17988928975355,667,667,1,1,0,1,1,0,1,1
100.65043345200982,20.32891979538898,668,668,1,1,0,1,1,0,1,1
102.40565168565095,19.72201798943783,671,671,1,1,0,1,1,0,1,1
103.3545421202664,20.202796329498597,674,674,1,1,0,1,1,0,1,1
102.27683327390821,20.630484236267904,675,675,1,1,0,1,1,0,1,1
102.25662118001553,19.457913295906692,677,677,1,1,0,1,1,0,1,1
101.42280493329578,19.782115281945426,678,678,1,1,0,1,1,0,1,2
103.2289576435465,20.83745607772904,679,679,1,1,0,1,1,0,1,1
101.9949419377515,20.962232070693243,687,687,1,1,0,1,1,0,1,1
103.40601558604645,20.73801257577701,690,690,1,1,0,1,1,0,1,1
100.64612153864604,19.63416275465094,693,693,1,1,0,1,1,0,1,1
103.7558195576826,20.15455679874138,699,699,1,1,0,1,1,0,1,1
104.33253797008733,20.007143260617365,701,701,4,1,2005,1,4,0,1,1
104.3939827355211,20.124912394365435,706,706,1,1,0,1,1,0,1,1
102.28060619810152,19.65653080522552,707,707,1,1,2006,1,1,0,1,1
104.40341504600435,19.91255066119958,709,709,1,1,2010,1,1,0,1,1
101.73245421173179,19.07819542530937,710,710,1,1,0,1,1,0,1,1
102.66113255245455,20.010916184810668,715,715,1,1,0,1,1,0,1,1
102.60938959208926,20.325955354951386,717,717,1,1,0,1,1,0,1,1
100.37959139384779,20.771429904346256,718,718,1,1,0,1,1,0,1,1
103.70461558648778,20.52834578846351,722,722,1,1,0,1,1,0,1,1
100.84608652089105,21.296405356385705,727,727,1,1,0,1,1,0,1,1
101.21745005934606,18.31795120035902,730,730,1,1,0,1,1,0,1,1
102.16175908601251,19.83520571523689,732,732,1,1,2002,1,1,0,1,1
104.7284255157988,20.17908080599784,737,737,1,1,2015,1,1,0,1,1
100.62267550973053,20.781401203999984,738,738,1,1,0,1,1,0,1,1
101.694994464384,18.77501401691903,740,740,1,1,0,1,1,0,1,1
102.15367424845543,20.264241094932373,741,741,1,1,2001,1,1,0,1,1
101.72706432002707,19.83843965025972,742,742,1,1,2014,1,1,0,1,1
100.73882767596719,20.508672683741295,743,743,1,1,0,1,1,0,1,1
101.6265428397341,21.028797233246497,744,744,1,1,0,1,1,0,1,1
100.72265800085303,19.941656076405053,746,746,1,1,0,1,1,0,1,1
103.31277045955484,20.624016366222243,751,751,1,1,0,1,1,0,1,1
101.06276016742068,20.83556961563239,755,755,1,1,0,1,1,0,1,1
102.28545710063577,20.688695066678847,758,758,1,1,2002,1,1,0,1,1
101.21125168388564,20.687617088337905,762,762,1,1,0,1,1,0,1,1
101.67451287590607,18.64242268098299,763,763,1,1,0,1,1,0,1,1
103.13247858203206,20.13245824275204,766,766,1,1,0,1,1,0,1,1
102.91796089218431,20.99942232345579,767,767,1,1,0,1,1,0,1,1
102.42370782286176,20.333231708752752,768,768,1,1,0,1,1,0,1,1
104.01022244614525,20.261007159909543,770,770,1,1,0,1,1,0,1,1
103.1508042138281,20.39386799043082,772,772,1,1,0,1,1,0,1,1
100.67307099716963,20.992684958824892,774,774,1,1,0,1,1,0,1,1
102.24152948324232,20.677915283269414,775,775,1,1,2013,1,1,0,1,1
101.03149879553332,17.637477372638482,776,776,1,1,0,1,1,0,1,1
103.95147262656383,20.481184236047238,778,778,1,1,0,1,1,0,1,1
101.14684247801426,20.82182539178536,780,780,1,1,0,1,1,0,1,1
100.37608796423972,20.563380084544175,784,784,1,1,0,1,1,0,1,1
102.423977317447,20.806733695012152,788,788,1,1,0,1,1,0,1,1
102.00760818325759,20.10200535462039,789,789,1,1,2009,1,1,0,1,2
101.6588821899624,19.72983333240967,790,790,1,1,0,1,1,0,1,1
102.67002587376733,20.73208369490182,791,791,1,1,0,1,1,0,1,1
102.71233652364936,19.952974848984958,793,793,1,1,2009,1,1,0,1,1
103.79678273463844,20.256425751960535,794,794,1,1,0,1,1,0,1,1
104.55433201373644,19.93680517387081,795,795,1,1,0,1,1,0,1,1
104.85508797085966,20.113054632615057,799,799,1,1,2015,1,1,0,1,1
101.38830962638559,18.964738204925073,800,800,1,1,0,1,1,0,1,1
104.30316306029663,20.45046185333035,801,801,1,1,0,1,1,0,1,1
102.15825565640444,19.914167628710995,804,804,1,1,0,1,1,0,1,1
104.31205638160941,20.55799019283946,806,806,1,1,0,1,1,0,1,1
102.58809951985563,20.6334486767055,807,807,1,1,0,1,1,0,1,1
101.16678507732172,20.013072141492554,809,809,1,1,2003,1,1,0,1,1
101.31985800173568,19.27654344004296,810,810,1,1,0,1,1,0,1,1
101.7348796629989,20.037865643334253,811,811,1,1,0,1,1,0,1,1
101.01802406627154,20.5199914563212,813,813,1,1,0,1,1,0,1,1
104.63760584057432,20.217349037101336,814,814,1,1,0,1,1,0,1,1
102.27764175766393,20.48172322521771,821,821,1,1,0,1,1,0,1,1
104.65269753734752,20.228398315096005,822,822,1,1,0,1,1,0,1,1
104.65431450485895,19.9607901919568,824,824,1,1,0,1,1,0,1,1
100.85282388552194,20.24699344147728,826,826,1,1,0,1,1,0,1,1
100.85444085303337,21.152495247869755,827,827,1,1,2001,1,1,0,1,1
101.78392767751184,19.16901510053385,828,828,1,1,0,1,1,0,1,1
103.11873435818504,19.979385318338075,830,830,1,1,0,1,1,0,1,1
101.75104933811306,18.91110878246314,832,832,1,1,0,1,1,0,1,1
101.58665764111919,20.743402467481726,833,833,1,1,2014,1,1,0,1,2
104.1692242514344,20.26262412742096,834,834,1,1,0,1,1,0,1,1
104.85077605749588,19.95944271903062,835,835,1,1,0,1,1,0,1,1
101.1290558353887,20.375272864049546,840,840,1,1,2009,1,1,0,1,1
101.98092821931924,20.699205355503047,843,843,1,1,2010,1,1,0,1,3
101.81842298442203,19.218332609632014,844,844,1,1,2006,1,1,0,1,1
100.50301991388581,19.708273765590803,845,845,1,1,0,1,1,0,1,1
103.5747191964041,20.640455535921628,850,850,1,1,0,1,1,0,1,1
102.41185006111138,20.761728099277764,855,855,1,1,0,1,1,0,1,1
101.11207767651884,19.98666167213944,857,857,1,1,2000,1,1,0,1,1
103.03626901510286,19.936266184700337,858,858,1,1,0,1,1,0,1,1
100.71888507665973,20.7124105901796,859,859,1,1,0,1,1,0,1,1
101.84618092670132,19.64143910845231,863,863,1,1,0,1,1,0,1,1
101.91085962715792,19.701805895545142,865,865,1,1,0,1,1,0,1,1
102.02243038544556,19.711777195198867,867,867,1,1,0,1,1,0,1,1
101.2492504204039,18.40904037016874,868,868,1,1,0,1,1,0,1,1
104.0654688361186,20.934743622999186,870,870,1,1,0,1,1,0,1,1
101.40097587189169,19.96402412697963,871,871,1,1,0,1,1,0,1,1
102.6134320108678,20.289034596774073,872,872,1,1,2007,1,1,0,1,2
103.62376721091702,20.462589109665963,874,874,1,1,2015,1,1,0,1,1
101.53734013202103,20.466362033859266,879,879,1,1,0,1,1,0,1,1
101.39396901267556,21.16273604210872,880,880,1,1,0,1,1,0,1,1
103.53537298695967,20.633179182120262,881,881,1,1,2015,1,1,0,1,1
100.57901738692232,20.995918893847723,882,882,1,1,0,1,1,0,1,1
102.67406829254587,20.532118712656814,885,885,1,1,2014,1,1,0,1,1
102.66194103621025,20.700013839258755,886,886,1,1,0,1,1,0,1,1
103.20066071209673,20.137309145286284,890,890,1,1,0,1,1,0,1,1
101.60740872418235,20.683844164144602,897,897,1,1,0,1,1,0,1,1
101.15546630474182,19.62122701455962,901,901,1,1,2006,1,1,0,1,1
100.47714843370316,20.225164380073174,904,904,1,1,0,1,1,0,1,1
