LON,LAT,PLOTID,SAMPLEID,frel_change0510,frel_change1015,coded_2000_2010,coded_2009_2015,coded_last_change,coded_updated_2010_2015,coded_updated_2005_2010,fcdm,ccdc_2005_2010,ccdc_2010_2015
100.913916,21.09503814,354,354,22,22,1,1,0,1,1,2012,1,1
104.3962753,20.13163233,375,375,11,11,1,1,0,1,1,2012,1,1
104.103818,20.52912477,376,376,44,44,1,1,0,1,1,2012,1,1
101.529116,19.66804904,503,503,22,22,1,1,0,1,1,2012,1,1
101.5644152,19.63434527,669,669,22,22,1,1,0,1,1,2012,1,1
101.9997477,20.14639919,729,729,22,22,1,1,0,1,1,2012,1,1
103.3117256,20.47932141,837,837,44,44,1,1,0,1,1,2012,1,1
104.2547471,20.49785309,382,382,22,22,1,1,0,1,1,2012,2,1
104.1264332,20.24353795,712,712,24,42,1,1,0,1,1,2012,2,1
102.4654462,19.68344335,2,2,22,22,1,1,0,1,1,2013,1,1
101.2377921,18.30803043,25,25,11,11,1,1,0,1,1,2013,1,1
101.3710646,18.26378025,182,182,22,22,1,1,0,1,1,2013,1,1
102.1918541,19.59594685,191,191,22,22,1,1,0,1,1,2013,1,1
100.9599577,17.6442208,343,343,22,22,1,1,0,1,1,2013,1,1
100.2152741,20.4778808,443,443,22,22,1,1,0,1,1,2013,1,1
101.5323952,18.9866832,754,754,44,44,1,1,0,1,1,2013,1,1
102.9006297,20.95223852,962,962,44,44,1,1,0,1,1,2013,1,1
101.4378257,17.84838045,967,967,22,22,1,1,0,1,1,2013,1,1
101.3859744,20.40473338,5,5,44,44,1,1,0,1,1,2014,1,1
102.0886949,19.35569665,78,78,22,22,1,1,0,1,1,2014,1,1
104.4103454,19.97634657,134,134,22,22,1,1,0,1,1,2014,1,1
104.065011,20.85201385,138,138,22,22,1,1,0,1,1,2014,1,1
103.9726269,20.44030512,283,283,44,44,1,1,0,1,1,2014,1,1
104.0897869,20.80769529,304,304,44,44,1,1,0,1,1,2014,1,1
103.0800817,20.3991472,371,371,22,22,1,1,0,1,1,2014,1,1
104.1273278,20.69567421,442,442,22,22,1,1,0,1,1,2014,1,1
103.8526031,20.53252342,463,463,22,22,1,1,0,1,1,2014,1,1
104.0804366,20.34820499,578,578,22,22,1,1,0,1,1,2014,1,1
101.7433637,19.4318894,586,586,22,22,1,1,0,1,1,2014,1,1
102.7714373,20.89262227,688,688,44,44,1,1,0,1,1,2014,1,1
102.1814259,20.10606756,797,797,22,22,1,1,0,1,1,2014,1,1
102.7294653,19.60108801,812,812,22,22,1,1,0,1,1,2014,1,1
101.0820222,21.41046164,896,896,22,22,1,1,0,1,1,2014,1,1
102.706442,19.59158424,970,970,22,22,1,1,0,1,1,2014,1,1
104.5296793,20.15209941,972,972,11,11,1,1,0,1,1,2014,1,1
103.8963223,20.37370181,644,644,44,44,1,1,0,1,1,2014,2,1
100.4273,20.50767061,450,450,22,24,1,1,0,1,1,0,1,2
101.422839,19.78209204,678,678,22,22,1,1,0,1,1,0,1,2
101.7369381,20.57736617,506,506,44,44,1,1,0,1,1,0,4,2
101.0717604,20.22988087,726,726,22,22,1,1,0,1,1,2006,1,2
101.8702315,19.33528078,851,851,44,44,1,1,0,1,1,2007,2,2
101.7877016,19.85753335,155,155,22,22,1,1,0,1,1,2008,1,2
101.4127066,20.26669571,653,653,44,44,1,1,0,1,1,2008,2,2
101.5750131,18.73838849,198,198,22,22,1,1,0,1,1,2010,2,2
101.3959546,18.36170947,894,894,22,22,1,1,0,1,1,2012,1,2
101.1087962,20.04289915,612,612,44,44,1,1,0,1,1,2012,2,2
101.6732541,20.72938868,358,358,22,24,1,1,0,1,1,2013,1,2
101.49258,20.85221053,657,657,44,44,1,1,0,1,1,2013,1,2
101.5452918,20.61100129,873,873,44,44,1,1,0,1,1,2013,2,2
104.3731337,20.81357298,388,388,44,44,1,1,0,1,1,2014,1,2
101.5851855,20.13207531,493,493,22,22,1,1,0,1,1,2014,1,2
101.7542531,20.80403973,444,444,22,22,1,1,0,1,1,2014,2,2
102.9341047,19.8962004,403,403,22,22,1,1,0,1,1,0,1,3
104.0534996,20.5700579,490,490,22,22,1,1,0,1,1,0,1,3
101.9512499,19.39677681,979,979,22,24,1,1,0,1,1,2009,2,3
101.744293,19.64175495,308,308,44,44,1,1,0,1,1,2012,1,3
102.9162664,19.94584983,278,278,22,22,1,1,0,1,1,2014,1,3
103.9832588,19.99962208,877,877,22,24,1,1,0,1,1,2014,1,3
102.8230565,20.87161358,387,387,22,22,1,1,0,1,1,0,3,4
102.4828655,19.48294487,764,764,44,44,1,1,0,1,1,0,5,4
101.4757954,17.85827589,665,665,22,22,1,1,0,1,1,2010,3,4
101.9954978,19.78099848,749,749,22,22,1,1,0,1,1,2010,3,4
104.1185439,20.72029545,323,323,44,44,1,1,0,1,1,2012,5,4
101.3699157,18.3595901,338,338,22,22,1,1,0,1,1,2013,5,4
102.5178123,19.42030356,541,541,22,22,1,1,0,1,1,2014,5,4
104.2959826,20.72761823,28,28,44,44,1,1,0,1,1,0,5,5
101.3556229,17.80381726,101,101,44,44,1,1,0,1,1,0,5,5
102.4677214,19.70243875,261,261,44,44,1,1,0,1,1,0,5,5
100.5151926,20.30793809,286,286,22,22,1,1,0,1,1,0,5,5
103.8945304,20.13977074,395,395,44,44,1,1,0,1,1,0,5,5
101.7972712,21.02903385,409,409,45,54,1,1,0,1,1,0,5,5
101.6909129,19.20214277,436,436,44,44,1,1,0,1,1,0,5,5
102.9840509,20.15798894,548,548,44,44,1,1,0,1,1,0,5,5
102.3878111,20.41858791,572,572,44,44,1,1,0,1,1,0,5,5
101.2381241,18.16105791,595,595,45,55,1,1,0,1,1,0,5,5
102.5086132,19.33050358,608,608,22,22,1,1,0,1,1,0,5,5
102.5239514,20.76081609,856,856,44,44,1,1,0,1,1,0,5,5
101.7080025,19.25985421,866,866,44,44,1,1,0,1,1,0,5,5
102.4758437,20.4648538,908,908,44,44,1,1,0,1,1,0,5,5
104.2626006,20.89716104,995,995,44,44,1,1,0,1,1,0,5,5
101.1796322,20.28557984,477,477,44,44,1,1,0,1,1,2009,5,5
102.4120642,20.65081853,299,299,44,44,1,1,0,1,1,2010,5,5
101.2022956,19.84574133,495,495,44,44,1,1,0,1,1,2010,5,5
103.486169,20.75383599,682,682,44,44,1,1,0,1,1,2010,5,5
102.4602926,20.3264756,95,95,44,44,1,1,0,1,1,2012,5,5
100.586623,19.83668844,350,350,24,44,1,1,0,1,1,2012,5,5
101.014822,21.26709421,156,156,44,44,1,1,0,1,1,2014,5,5
101.3212869,19.29280859,785,785,22,22,1,1,0,1,1,2014,5,5
101.5317984,19.99215401,10,10,55,55,2,2,0,2,2,0,1,1
102.3531362,19.74764705,259,259,55,55,2,2,0,2,2,0,1,1
101.1899612,17.96576707,418,418,55,55,2,2,0,2,2,0,1,1
102.3336314,20.22707645,555,555,54,44,2,2,0,2,2,0,1,1
100.3658132,20.36650347,719,719,55,55,2,2,0,2,2,0,1,1
103.282037,19.93621565,393,393,55,55,2,2,0,2,2,2006,1,1
101.377445,18.02323516,272,272,55,55,2,2,0,2,2,2009,2,1
102.9403454,21.04267452,735,735,55,55,2,2,0,2,2,0,1,2
101.2948174,18.30508664,798,798,55,55,2,2,0,2,2,0,1,3
101.2100964,17.97644759,547,547,55,55,2,2,0,2,2,0,3,5
102.3820382,19.95665438,9,9,55,55,2,2,0,2,2,0,5,5
101.1832599,21.16085899,77,77,55,55,2,2,0,2,2,0,5,5
102.6134918,19.28178408,133,133,55,55,2,2,0,2,2,0,5,5
101.0812241,19.86097905,226,226,55,55,2,2,0,2,2,0,5,5
101.3924292,20.97003376,254,254,55,55,2,2,0,2,2,0,5,5
101.3140117,17.71072568,303,303,55,55,2,2,0,2,2,0,5,5
100.9423555,21.17283134,379,379,54,44,2,2,0,2,2,0,5,5
101.2677452,18.11291201,592,592,55,55,2,2,0,2,2,0,5,5
101.0960499,21.20811478,623,623,45,55,2,2,0,2,2,0,5,5
101.3557422,20.43279413,720,720,55,55,2,2,0,2,2,0,5,5
100.4545039,20.21658274,818,818,55,55,2,2,0,2,2,0,5,5
102.6275654,19.39386484,864,864,55,55,2,2,0,2,2,0,5,5
101.7330576,18.52918956,878,878,55,55,2,2,0,2,2,0,5,5
103.9298074,20.35303927,978,978,55,55,2,2,0,2,2,0,5,5
102.3673517,19.99571473,769,769,55,55,2,2,0,2,2,2008,5,5
101.039737,21.20977811,26,26,55,55,2,2,0,2,2,2014,5,5
102.0498127,20.07629047,269,269,44,44,3,1,0,1,3,2010,1,1
103.9977989,20.01298727,484,484,44,44,3,3,0,3,3,2005,1,1
102.4220146,20.60681515,685,685,44,44,3,1,0,1,3,2012,2,2
103.3996939,20.45467944,368,368,44,44,4,1,0,1,4,2014,2,1
101.4304059,21.18981006,91,91,11,11,1,1,2000,1,1,0,1,1
101.3139874,20.31715348,344,344,44,44,1,1,2000,1,1,0,1,1
104.24648,20.36418015,514,514,22,22,1,1,2000,1,1,0,1,1
104.237914,20.17601761,629,629,22,22,1,1,2000,1,1,0,1,1
101.1121844,19.98668493,857,857,44,44,1,1,2000,1,1,0,1,1
104.5707758,20.02967078,145,145,44,44,1,1,2000,1,1,0,4,1
104.4169098,20.67467006,103,103,44,44,1,1,2000,1,1,2007,5,5
101.7674968,19.42392703,116,116,44,44,1,1,2001,1,1,0,1,1
101.3611384,20.77394898,252,252,22,22,1,1,2001,1,1,0,1,1
101.4484495,21.08679193,314,314,11,11,1,1,2001,1,1,0,1,1
101.9691485,20.59756925,622,622,44,44,1,1,2001,1,1,0,1,1
102.1536072,20.26433195,741,741,22,22,1,1,2001,1,1,0,1,1
100.854369,21.15256793,827,827,22,22,1,1,2001,1,1,0,1,1
100.9724633,19.92051518,926,926,44,44,1,1,2001,1,1,0,4,1
100.8932724,20.9227403,861,861,22,22,1,1,2001,1,1,2006,1,1
100.8358503,19.96984962,825,825,44,44,1,1,2001,1,1,2007,2,1
103.8782556,20.44731178,921,921,22,22,1,1,2001,1,1,2010,1,1
101.7305597,20.43104072,121,121,44,44,1,1,2001,1,1,0,5,5
101.2829256,17.68415216,246,246,55,55,2,2,2001,2,2,0,2,1
100.1744523,20.6173341,3,3,44,44,1,1,2002,1,1,0,1,1
101.0988489,17.78694972,71,71,22,22,1,1,2002,1,1,0,1,1
101.8816687,19.76469605,153,153,22,22,1,1,2002,1,1,0,1,1
101.2930715,20.89753098,214,214,22,22,1,1,2002,1,1,0,1,1
101.0184901,20.30633874,357,357,22,22,1,1,2002,1,1,0,1,1
100.2740641,20.48814556,650,650,22,22,1,1,2002,1,1,0,1,1
102.1616243,19.83517586,732,732,22,22,1,1,2002,1,1,0,1,1
102.2853514,20.6886857,758,758,44,44,1,1,2002,1,1,0,1,1
103.2556145,20.25221648,178,178,22,22,1,1,2002,1,1,2009,1,1
101.230437,19.68313575,554,554,22,22,1,1,2002,1,1,2013,1,1
103.2681308,20.15911676,944,944,44,44,1,1,2002,1,1,2009,1,2
101.6836852,21.11863142,257,257,44,44,1,1,2002,1,1,2014,5,5
103.4501163,19.95131297,307,307,55,55,2,2,2002,2,2,2009,5,5
100.6276591,20.04868537,14,14,22,22,1,1,2003,1,1,0,1,1
103.7491505,20.23149606,284,284,22,22,1,1,2003,1,1,0,1,1
103.3453174,20.32300536,356,356,22,22,1,1,2003,1,1,0,1,1
101.1667948,20.01304464,809,809,22,22,1,1,2003,1,1,0,1,1
102.1357807,20.82140314,984,984,44,44,1,1,2003,1,1,0,1,1
103.9735845,19.89927093,23,23,22,22,1,1,2003,1,1,2009,1,1
104.1625394,19.98944584,383,383,22,22,1,1,2003,1,1,2009,1,1
102.1953111,20.16343774,771,771,44,44,1,1,2003,1,1,2010,1,1
101.1740514,21.14874366,747,747,22,22,1,1,2003,1,1,2012,1,1
101.8720474,19.56792987,996,996,44,44,1,1,2003,1,1,2014,1,1
101.9760217,19.88791196,703,703,44,44,1,1,2003,1,1,2010,4,2
100.9158223,19.73036142,982,982,44,44,1,1,2003,1,1,2011,1,3
102.2479696,20.07190741,750,750,22,22,1,1,2003,1,1,0,5,4
101.9691326,20.80093425,169,169,44,44,1,1,2003,1,1,0,5,5
101.5614631,19.3280883,831,831,44,44,1,1,2003,1,1,2011,5,5
100.6659365,19.80022475,8,8,44,44,1,1,2003,1,1,2014,5,5
101.2513721,20.04462941,626,626,22,22,1,1,2003,1,1,2014,5,5
103.2806273,20.66274796,233,233,54,44,2,2,2003,2,2,0,5,5
101.2532072,18.02438584,512,512,55,55,2,2,2003,2,2,0,5,5
103.3142893,19.97555028,420,420,54,44,2,2,2003,2,2,2011,5,5
101.0107279,21.32246473,33,33,22,22,1,1,2004,1,1,0,1,1
100.8878343,21.2561926,193,193,44,44,3,1,2004,1,1,0,1,1
100.8078457,20.80541553,244,244,44,44,1,1,2004,1,1,0,1,1
104.2005392,20.52146569,607,607,44,44,1,1,2004,1,1,0,1,1
103.3500806,20.68348,643,643,44,44,1,1,2004,1,1,0,1,1
102.1095337,20.39658629,927,927,44,44,3,1,2004,1,1,0,1,1
100.8443071,21.11011737,981,981,44,44,1,1,2004,1,1,0,1,1
100.7745592,21.17033851,734,734,44,45,1,1,2004,1,1,0,4,1
104.110878,20.25159185,140,140,44,44,3,1,2004,1,1,2005,1,1
101.3708442,20.74113318,163,163,44,44,1,1,2004,1,1,2005,1,1
101.2214658,20.75496171,559,559,44,44,1,1,2004,1,1,2005,1,1
101.7517905,19.55307706,951,951,22,22,1,1,2004,1,1,2010,1,1
101.9098398,20.89816804,958,958,44,44,1,1,2004,1,1,2010,1,1
103.8568297,20.38916833,694,694,22,24,1,1,2004,1,1,2014,1,3
100.9470708,20.16291565,413,413,22,22,1,1,2004,1,1,2010,3,4
103.9298401,20.88401798,237,237,44,44,1,1,2004,1,1,0,5,5
104.0662451,20.88563036,568,568,44,44,1,1,2004,1,1,2011,5,5
102.1563287,20.73941469,518,518,44,44,3,1,2004,1,1,2014,5,5
103.6322449,20.03737441,660,660,54,44,2,2,2004,2,2,0,5,4
104.3073526,20.31428338,176,176,24,44,1,1,2005,1,1,0,1,1
101.3724414,20.39416625,993,993,22,22,1,1,2005,1,1,0,1,1
101.5187567,19.18974673,189,189,44,44,1,1,2005,1,1,0,2,1
101.0420104,20.56393853,401,401,44,44,1,1,2005,1,1,0,2,1
101.6286907,20.09501072,698,698,22,22,1,1,2005,1,1,0,4,1
101.6473664,20.49253792,898,898,22,22,1,1,2005,1,1,2005,2,1
101.419785,18.75524291,902,902,22,22,1,1,2005,1,1,2013,1,1
101.6485736,19.02646161,165,165,22,22,1,1,2005,1,1,0,2,2
101.7350541,20.50368658,714,714,22,22,1,1,2005,1,1,2005,4,2
103.9986027,19.88558881,891,891,44,45,1,1,2005,1,1,2014,2,2
101.1516138,18.55125315,964,964,22,22,1,1,2005,1,1,2014,5,4
102.3144214,20.47516446,899,899,54,44,2,2,2005,2,2,0,4,1
102.4458333,19.49461687,144,144,54,44,2,2,2005,2,2,2009,4,1
101.3875891,20.08725834,384,384,55,55,2,2,2005,2,2,0,5,5
104.3325097,20.00724573,701,701,22,22,4,1,2005,1,4,0,1,1
102.8156169,19.74196731,300,300,22,22,1,1,2006,1,1,0,1,1
103.2050399,20.52838397,488,488,22,22,1,1,2006,1,1,0,1,1
102.2805769,19.65662967,707,707,22,22,1,1,2006,1,1,0,1,1
101.818293,19.21821039,844,844,44,44,1,1,2006,1,1,0,1,1
101.1553388,19.6211896,901,901,22,22,1,1,2006,1,1,0,1,1
101.1073208,18.37659115,551,551,44,44,1,1,2006,1,1,0,2,1
103.0398897,20.3501965,609,609,44,44,1,1,2006,1,1,0,4,1
102.779449,19.68787413,129,129,22,22,1,1,2006,1,1,2005,4,1
101.0684723,20.05228929,146,146,44,44,1,1,2006,1,1,2006,2,1
100.755021,19.97496461,651,651,22,22,1,1,2006,1,1,2006,2,1
101.3136205,18.112172,906,906,44,44,1,1,2006,1,1,2006,2,1
104.3367147,20.76925282,211,211,44,44,1,1,2006,1,1,2014,1,1
102.729131,20.06764368,593,593,22,22,1,1,2006,1,1,2011,2,3
102.218202,19.6591959,911,911,44,44,1,1,2006,1,1,2010,3,5
100.6063582,20.37895809,900,900,55,55,2,2,2006,2,2,2013,3,4
103.4751445,19.97158575,107,107,55,55,2,2,2006,2,2,0,5,5
101.4600879,19.66209886,876,876,42,22,3,1,2006,1,3,0,2,1
102.8368539,20.1995928,328,328,44,44,3,3,2006,1,3,2009,3,5
102.411036,19.75878792,389,389,24,42,1,1,2007,1,1,0,4,1
102.7089959,20.5788904,716,716,44,44,1,1,2007,1,1,2006,2,1
100.9690553,21.00680195,991,991,44,44,1,1,2007,1,1,2008,1,1
101.7765993,19.93937667,69,69,44,44,1,1,2007,1,1,2012,1,1
100.4437206,20.58301355,82,82,44,44,1,1,2007,1,1,0,1,2
102.6133622,20.28908021,872,872,22,22,1,1,2007,1,1,0,1,2
102.5037269,19.57534444,109,109,44,44,1,1,2007,1,1,2012,4,2
104.5810501,19.72226933,496,496,44,44,1,1,2007,1,1,2013,2,3
101.6430337,21.11728874,456,456,44,44,1,1,2007,1,1,2007,3,5
102.0353179,20.75930482,126,126,44,44,1,1,2007,1,1,2013,5,5
101.1040444,21.12333187,829,829,55,55,2,2,2007,2,2,2014,1,1
101.2845064,18.19038372,695,695,55,55,2,2,2007,2,2,0,5,5
101.1134773,17.85490464,702,702,55,55,2,2,2007,2,2,0,5,5
101.4796696,20.56392835,186,186,55,55,2,2,2007,2,2,2014,3,5
101.7177022,18.94213797,689,689,55,55,2,2,2007,2,2,2014,5,5
102.9177932,20.09110344,757,757,44,44,3,1,2007,1,3,2006,2,1
101.3645479,19.3475438,267,267,44,44,3,1,2007,1,3,2008,3,5
102.6527495,19.44946357,229,229,44,44,4,3,2007,1,4,2011,4,1
104.4130915,20.69390298,61,61,22,22,4,1,2007,1,4,2011,2,2
102.7713776,19.87743776,15,15,22,22,1,1,2008,1,1,0,1,1
104.0604065,20.38116792,324,324,44,44,1,1,2008,1,1,0,1,1
102.2909186,20.87674199,521,521,44,44,1,1,2008,1,1,0,1,1
100.9050774,20.68872376,67,67,44,44,1,1,2008,1,1,2008,2,1
102.3501715,20.71840646,335,335,44,44,1,1,2008,1,1,2008,2,1
100.9127671,20.00546239,632,632,44,44,1,1,2008,1,1,2008,2,1
102.1074663,21.03595271,605,605,22,22,1,1,2008,1,1,2009,2,1
103.373133,20.68207319,779,779,44,44,1,1,2008,1,1,2012,1,1
103.0108344,20.1729261,587,587,44,44,1,1,2008,1,1,2012,2,1
102.9940569,20.31743136,928,928,44,44,1,1,2008,1,1,2014,5,4
102.0540994,19.96938664,399,399,44,44,1,1,2008,1,1,0,5,5
101.9915794,19.53123643,249,249,44,44,1,1,2008,1,1,2010,3,5
101.6087601,19.30271254,571,571,45,55,1,1,2008,1,1,2013,3,5
100.75233,20.07499477,808,808,55,55,2,2,2008,2,2,0,2,1
101.8748756,20.53848521,45,45,54,44,2,2,2008,2,2,2010,1,1
102.0118589,20.50136525,852,852,54,44,2,2,2008,2,2,2012,2,1
100.5718572,20.28125497,88,88,55,55,2,2,2008,2,2,0,5,5
100.8677051,21.24325478,228,228,44,44,3,1,2008,1,3,0,1,1
101.8978238,19.86083968,238,238,44,44,3,1,2008,1,3,2007,2,2
102.1512105,19.59937136,32,32,45,54,3,3,2008,1,3,2010,5,5
103.4180384,20.03504659,781,781,44,44,3,3,2008,1,3,2012,3,5
102.5867188,19.66425395,172,172,22,22,1,1,2009,1,1,0,1,1
102.7124368,19.9530942,793,793,22,22,1,1,2009,1,1,0,1,1
101.1289218,20.37539247,840,840,44,44,1,1,2009,1,1,0,1,1
101.1537918,17.6483748,705,705,44,44,1,1,2009,1,1,2005,4,1
104.0972298,20.96114772,849,849,22,22,1,1,2009,1,1,2009,1,1
101.8977665,19.38774702,661,661,44,44,1,1,2009,1,1,2011,2,1
102.0074732,20.10211742,789,789,44,44,1,1,2009,1,1,0,1,2
101.7973964,20.1282115,423,423,24,44,1,1,2009,1,1,2009,2,2
104.4128915,19.75216047,306,306,44,44,1,1,2009,1,1,2010,2,2
104.0183832,19.93069703,159,159,44,44,1,1,2009,1,1,0,3,4
101.7035848,19.06644368,704,704,25,55,1,1,2009,1,1,2012,3,4
100.9193778,20.07082245,292,292,44,44,1,1,2009,1,1,2013,3,4
102.9081743,20.42399272,467,467,44,44,1,1,2009,1,1,2009,5,5
102.7458273,20.1431778,957,957,44,44,1,1,2009,1,1,2014,5,5
101.504342,19.00808412,161,161,55,55,2,2,2009,2,2,0,5,5
102.5149621,20.04850618,787,787,55,55,2,2,2009,2,2,0,5,5
102.6500406,19.63664548,528,528,55,55,2,2,2009,2,2,2010,5,5
102.0569374,20.13978187,166,166,42,22,3,3,2009,1,3,2009,2,1
102.2768888,20.45209922,180,180,44,44,3,3,2009,1,3,2009,2,2
101.2956516,19.58082797,0,0,44,44,3,3,2009,1,3,2009,2,3
102.2792543,20.0198447,262,262,44,44,3,3,2009,1,3,2013,3,5
100.6524353,20.13612724,786,786,22,24,4,4,2009,1,4,2009,3,4
101.5382909,20.308207,298,298,44,44,4,4,2009,1,4,0,3,5
102.279555,20.62629889,49,49,44,44,1,1,2010,1,1,0,1,1
101.957488,19.55178894,264,264,44,44,1,1,2010,1,1,0,1,1
101.4909594,19.26420684,659,659,11,11,1,1,2010,1,1,0,1,1
104.4034164,19.91261702,709,709,22,22,1,1,2010,1,1,0,1,1
101.7586444,19.23638937,359,359,44,44,3,1,2010,1,1,2008,2,1
103.3744395,20.55905204,516,516,44,44,1,1,2010,1,1,2009,1,1
101.5451475,19.09927858,12,12,22,22,1,1,2010,1,1,2014,2,1
101.8398135,20.41193977,525,525,45,54,1,1,2010,1,1,2010,2,2
101.3188156,18.13446896,566,566,11,11,1,1,2010,1,1,2014,2,2
100.9194303,21.27211253,427,427,45,54,3,3,2010,3,1,2011,2,2
102.1645118,20.54671917,739,739,45,54,3,3,2010,3,1,2014,2,2
101.9809429,20.69932423,843,843,44,44,1,1,2010,1,1,0,1,3
104.4761253,20.02778939,336,336,24,44,1,1,2010,1,1,0,2,3
104.6703917,19.85204338,672,672,22,24,1,1,2010,1,1,0,2,3
101.6319267,20.95707352,883,883,22,24,1,1,2010,1,1,2014,2,3
101.4328642,20.011032,681,681,44,44,3,3,2010,3,1,2010,4,3
102.7486289,20.16786875,428,428,45,54,4,4,2010,4,1,0,2,3
101.096536,19.87809386,345,345,44,44,4,4,2010,4,1,0,4,3
102.4534333,19.66539376,637,637,22,22,1,1,2010,1,1,2010,3,4
101.4963868,20.47358329,652,652,45,54,3,3,2010,3,1,0,3,4
100.8988994,20.41450218,895,895,45,54,3,3,2010,3,1,0,3,4
101.4135089,20.60317127,942,942,24,44,3,3,2010,3,1,0,3,4
101.0437585,20.26009929,170,170,45,54,3,3,2010,3,1,2010,3,4
101.6518954,20.13579337,309,309,45,54,3,3,2010,3,1,2010,3,4
101.4999298,20.89540142,543,543,24,44,3,3,2010,3,1,2010,3,4
103.8042622,20.79049365,600,600,45,55,4,4,2010,4,1,2010,3,4
103.028089,20.44219211,432,432,45,54,1,1,2010,1,1,0,3,5
101.7579209,19.20063332,263,263,44,44,3,1,2010,1,1,0,5,5
102.2597554,19.53550482,301,301,44,44,4,1,2010,1,1,0,5,5
104.5890055,19.85756746,355,355,45,54,1,1,2010,1,1,0,5,5
104.4424039,20.23533884,194,194,44,44,1,1,2010,1,1,2005,5,5
101.4862219,19.98123919,44,44,45,55,4,1,2010,1,1,2010,3,5
104.2396921,20.22373471,452,452,44,44,1,1,2010,1,1,2014,5,5
102.0140923,19.51861036,562,562,45,54,3,3,2010,3,1,2010,3,5
101.6094924,19.43268477,98,98,45,54,4,4,2010,4,1,2011,5,5
101.3377829,18.08014847,860,860,45,55,4,4,2010,4,1,2012,3,5
102.218391,19.97718677,100,100,55,55,2,2,2010,2,2,2010,2,2
101.4334668,21.04993609,965,965,55,55,2,2,2010,2,2,2014,3,4
101.8423571,19.65460718,711,711,55,55,2,2,2010,2,2,0,3,5
101.1760525,18.37067862,817,817,55,55,2,2,2010,2,2,2012,5,5
101.2148933,18.09590992,416,416,55,55,2,2,2010,2,2,2013,3,5
101.8758073,19.63948583,4,4,22,22,1,1,2011,1,1,0,1,1
101.3675454,19.28940468,994,994,22,22,1,1,2011,1,1,0,1,1
104.3199023,19.73583691,16,16,44,44,3,1,2011,1,1,2009,4,1
102.6806374,20.49452872,157,157,22,22,1,1,2011,1,1,2010,2,1
101.3481108,20.93200851,633,633,44,44,1,1,2011,1,1,2013,2,1
101.3470463,19.46710741,372,372,44,44,1,1,2011,1,1,2014,1,1
101.0257034,20.82576319,114,114,11,11,1,1,2011,1,1,0,1,2
102.4991007,20.28829751,106,106,22,24,1,1,2011,1,1,2011,1,2
102.9788904,20.26875438,213,213,44,44,1,1,2011,1,1,2011,1,2
101.4614513,20.8902773,936,936,44,44,3,1,2011,1,1,2011,1,2
101.2092486,20.27079791,603,603,44,44,1,1,2011,1,1,2012,4,2
101.9948768,19.96568452,641,641,22,22,1,1,2011,1,1,2013,1,2
102.1676065,20.59714455,616,616,44,44,3,3,2011,3,1,0,1,2
101.2240261,20.55853673,923,923,22,25,3,3,2011,3,1,2011,1,2
100.951989,20.06102129,50,50,22,22,3,3,2011,3,1,2011,4,2
100.8810153,20.27744897,736,736,22,22,3,4,2011,4,1,2011,2,2
104.3820086,20.61572659,43,43,44,44,1,1,2011,1,1,2011,5,4
104.1018696,20.16968321,848,848,22,24,1,4,2011,4,1,0,3,4
102.6730571,20.91623413,210,210,44,44,1,1,2011,1,1,2005,5,5
101.2280236,19.45573463,431,431,44,44,1,1,2011,1,1,2008,5,5
100.6282057,19.8317633,281,281,44,44,1,1,2011,1,1,2011,5,5
103.0893891,20.71411561,341,341,44,44,1,1,2011,1,1,2012,5,5
101.7701195,19.97635428,472,472,44,44,3,3,2011,3,1,0,5,5
101.9632868,19.71437568,369,369,45,54,4,4,2011,4,1,0,5,5
102.9553268,20.1162001,639,639,44,44,1,4,2011,4,1,2014,5,5
102.6175565,19.33602458,535,535,55,55,2,2,2011,2,2,2010,2,2
101.4971401,19.07996133,242,242,55,55,2,2,2011,2,2,2010,4,3
102.2788605,20.17531378,783,783,55,55,2,2,2011,2,2,0,5,4
100.5594896,20.32286406,27,27,55,55,2,2,2011,2,2,2011,5,4
100.7716081,21.22328552,260,260,44,44,1,1,2012,1,1,2010,2,1
100.8354322,21.21080755,489,489,44,44,3,3,2012,3,1,0,2,1
104.3029866,20.32673551,40,40,22,22,4,3,2012,3,1,2006,4,1
102.2201883,20.13539331,476,476,44,44,1,1,2012,1,1,0,1,2
101.6852869,20.87662993,520,520,22,24,1,1,2012,1,1,2012,1,2
102.543281,19.88608557,530,530,44,44,1,1,2012,1,1,2012,1,2
102.6728572,20.07260067,893,893,44,44,1,1,2012,1,1,2012,4,2
100.7870749,19.85615276,352,352,44,44,3,3,2012,3,1,2013,2,2
104.4804148,20.63394125,22,22,44,44,1,1,2012,1,1,2011,2,3
101.4607985,20.99149955,946,946,22,24,1,1,2012,1,1,2013,1,3
100.9980455,20.06288352,752,752,44,44,3,3,2012,3,1,2014,2,3
102.6217162,20.24964052,601,601,44,44,1,1,2012,1,1,2009,3,5
101.5172668,20.50296887,400,400,22,22,1,1,2012,1,1,2012,3,5
102.0585437,19.89958715,805,805,44,44,1,1,2012,1,1,2012,5,5
101.7255759,20.35432437,977,977,44,44,1,1,2012,1,1,2013,5,5
104.0609558,20.85497317,94,94,44,44,4,3,2012,3,1,0,5,5
100.9048454,19.89109956,577,577,44,44,4,4,2012,4,1,2009,5,5
102.1503082,20.79943793,385,385,54,44,2,2,2012,2,2,2006,1,1
