Forest_Typ,lat,lon,pl_coded,pl_codedla,pl_fcdm,pl_fcdmlat,pl_frel,pl_plotid,pl_samplei,pl_strata1,pl_strata_,pl_union_d,plot_id,sample_id,strata_coded,strata_coded_year,strata_fcdm,strata_frel_2015,strata_frel_2019,strata_out,svk_forests
EV,16.39753279,106.7350822,0,0,1,2019,0,3,3,FCDM detected degradation,11,0,139378025,542572934,100,0,111,100,100,111,100
MX,16.99769723,106.2203475,0,0,0,0,1,10,10,FREL detected degradation,21,0,139377982,542572891,200,0,200,222,200,221,200
MX,16.69289885,106.0810188,0,0,0,0,1,11,11,FREL detected degradation,21,0,139377983,542572892,200,0,200,222,200,221,200
MX,17.09148134,105.0132813,0,0,0,0,1,12,12,FREL detected degradation,21,0,139377984,542572893,200,0,200,222,200,221,200
MX,16.99554127,105.8794369,0,0,0,0,1,13,13,FREL detected degradation,21,0,139377985,542572894,200,0,200,222,200,221,200
MX,16.84031239,105.7692136,0,0,0,0,1,14,14,FREL detected degradation,21,0,139377986,542572895,200,0,200,212,200,221,200
MX,17.04566726,105.8026309,0,0,0,0,1,15,15,FREL detected degradation,21,0,139377987,542572896,200,0,200,222,200,221,200
MX,16.30320968,106.4313618,0,0,0,0,1,16,16,FREL detected degradation,21,0,139377988,542572897,200,0,200,222,200,221,200
MX,16.94272033,106.070778,0,0,0,0,1,17,17,FREL detected degradation,21,0,139377989,542572898,200,0,200,222,200,221,200
MX,16.98368351,105.2334584,0,0,0,0,1,18,18,FREL detected degradation,21,0,139377990,542572899,200,0,200,222,200,221,200
MX,17.01817882,106.2251984,0,0,0,0,1,19,19,FREL detected degradation,21,0,139377991,542572900,200,0,200,222,200,221,200
DD,16.02320481,105.5899997,0,0,0,0,1,10,10,FREL detected degradation,21,0,139342235,542028361,300,0,300,313,300,321,300
DD,16.70260066,105.7463066,0,0,0,0,1,11,11,FREL detected degradation,21,0,139342236,542028362,300,0,300,313,300,321,300
DD,16.70125318,105.7473845,0,0,0,0,1,12,12,FREL detected degradation,21,0,139342237,542028363,300,0,300,313,300,321,300
DD,17.04970968,105.772717,0,0,0,0,1,13,13,FREL detected degradation,21,0,139342238,542028364,300,0,300,313,300,321,300
DD,16.4762252,105.7686746,0,0,0,0,1,14,14,FREL detected degradation,21,0,139342239,542028365,300,0,300,313,300,321,300
DD,16.7702438,105.8770114,0,0,0,0,1,15,15,FREL detected degradation,21,0,139342240,542028366,300,0,300,313,300,321,300
DD,16.21616293,105.5843403,0,0,0,0,1,16,16,FREL detected degradation,21,0,139342241,542028367,300,0,300,313,300,321,300
DD,16.4764947,105.7689441,0,0,0,0,1,17,17,FREL detected degradation,21,0,139342242,542028368,300,0,300,313,300,321,300
DD,16.35737809,105.4684576,0,0,0,0,1,18,18,FREL detected degradation,21,0,139342243,542028369,300,0,300,313,300,321,300
DD,16.02293531,105.5897302,0,0,0,0,1,19,19,FREL detected degradation,21,0,139342244,542028370,300,0,300,313,300,321,300
EV,16.79261185,105.6673447,0,0,0,0,1,10,10,FREL detected degradation,21,0,139378032,542572941,100,0,100,122,100,121,100
EV,16.85217015,106.1421941,0,0,0,0,1,11,11,FREL detected degradation,21,0,139378033,542572942,100,0,100,122,100,121,100
EV,16.84543279,106.1478535,0,0,0,0,1,12,12,FREL detected degradation,21,0,139378034,542572943,100,0,100,122,100,121,100
EV,16.79395932,105.6668057,0,0,0,0,1,13,13,FREL detected degradation,21,0,139378035,542572944,100,0,100,122,100,121,100
EV,16.56300246,106.1179396,0,0,0,0,1,14,14,FREL detected degradation,21,0,139378036,542572945,100,0,100,122,100,121,100
EV,16.32665571,106.6132706,0,0,0,0,1,15,15,FREL detected degradation,21,0,139378037,542572946,100,0,100,122,100,121,100
EV,16.87049578,106.1068903,0,0,0,0,1,16,16,FREL detected degradation,21,0,139378038,542572947,100,0,100,122,100,121,100
EV,16.23906997,105.5821844,0,0,0,0,1,17,17,FREL detected degradation,21,0,139378039,542572948,100,0,100,122,100,121,100
EV,16.74598928,105.6940246,0,0,0,0,1,18,18,FREL detected degradation,21,0,139378040,542572949,100,0,100,122,100,121,100
EV,16.92035228,105.5202006,0,0,0,0,1,19,19,FREL detected degradation,21,0,139378041,542572950,100,0,100,112,100,121,100
EV,16.48565752,105.9112373,1,2017,0,0,0,27,27,CODED detected degradation,31,0,139378049,542572958,104,2017,100,100,100,131,100
EV,16.81309344,105.750888,1,2015,0,0,0,28,28,CODED detected degradation,31,0,139378050,542572959,104,2016,100,100,100,131,100
EV,16.84678026,106.198249,1,2015,0,0,0,29,29,CODED detected degradation,31,0,139378051,542572960,104,2015,100,100,100,131,100
MX,16.24284289,105.4045874,1,2016,0,0,0,20,20,CODED detected degradation,31,0,139377992,542572901,204,2017,200,200,200,231,200
MX,16.62202178,105.1579999,1,2018,0,0,0,21,21,CODED detected degradation,31,0,139377993,542572902,204,2018,200,200,200,231,200
MX,16.47865066,106.5520954,1,2017,0,0,0,22,22,CODED detected degradation,31,0,139377994,542572903,204,2018,200,200,200,231,200
MX,16.66675788,104.804423,1,2018,0,0,0,23,23,CODED detected degradation,31,0,139377995,542572904,204,2019,200,200,200,231,200
MX,16.44819777,105.0941297,1,2018,0,0,0,24,24,CODED detected degradation,31,0,139377996,542572905,204,2019,200,200,200,231,200
MX,16.46113351,106.5518259,1,2017,0,0,0,25,25,CODED detected degradation,31,0,139377997,542572906,204,2017,200,200,200,231,200
MX,17.03973838,105.6597988,1,2017,0,0,0,26,26,CODED detected degradation,31,0,139377998,542572907,204,2017,200,200,200,231,200
MX,16.52689019,105.2930167,1,2018,0,0,0,27,27,CODED detected degradation,31,0,139377999,542572908,204,2019,200,200,200,231,200
MX,16.92978459,105.0887398,1,2018,0,0,0,28,28,CODED detected degradation,31,0,139378000,542572909,204,2018,200,200,200,231,200
MX,16.86807033,104.927582,1,2018,0,0,0,29,29,CODED detected degradation,31,0,139378001,542572910,204,2019,200,200,200,231,200
DD,16.84651076,105.4388132,1,2017,0,0,0,20,20,CODED detected degradation,31,0,139342245,542028371,304,2018,300,300,300,331,300
DD,16.71391943,105.0008845,1,2017,0,0,0,21,21,CODED detected degradation,31,0,139342246,542028372,304,2017,300,300,300,331,300
DD,16.06282051,105.5568519,1,2018,0,0,0,22,22,CODED detected degradation,31,0,139342247,542028373,304,2019,300,300,300,331,300
DD,16.86402791,105.1639288,1,2018,0,0,0,23,23,CODED detected degradation,31,0,139342248,542028374,304,2019,300,300,300,331,300
DD,16.73305354,105.2463941,1,2018,0,0,0,24,24,CODED detected degradation,31,0,139342249,542028375,304,2019,300,300,300,331,300
DD,17.01817882,105.003849,1,2017,0,0,0,25,25,CODED detected degradation,31,0,139342250,542028376,304,2018,300,300,300,331,300
DD,16.05743062,105.2490891,1,2016,0,0,0,26,26,CODED detected degradation,31,0,139342251,542028377,304,2017,300,300,300,331,300
DD,16.20646113,105.1162282,1,2018,0,0,0,27,27,CODED detected degradation,31,0,139342252,542028378,304,2019,300,300,300,331,300
DD,16.67187827,104.8852714,1,2015,0,0,0,28,28,CODED detected degradation,31,0,139342253,542028379,303,2016,300,300,300,331,300
DD,16.26305499,105.2577129,1,2017,0,0,0,29,29,CODED detected degradation,31,0,139342254,542028380,304,2017,300,300,300,331,300
EV,16.33770499,106.6116537,1,2015,0,0,0,20,20,CODED detected degradation,31,0,139378042,542572951,104,2015,100,100,100,131,100
EV,16.97829362,105.6907907,1,2017,0,0,0,21,21,CODED detected degradation,31,0,139378043,542572952,104,2018,100,100,100,131,100
EV,16.56785336,106.2747854,1,2017,0,0,0,22,22,CODED detected degradation,31,0,139378044,542572953,104,2018,100,100,100,131,100
EV,16.77401672,105.9106983,1,2016,0,0,0,23,23,CODED detected degradation,31,0,139378045,542572954,104,2017,100,100,100,131,100
EV,16.42582972,106.3297623,1,2018,0,0,0,24,24,CODED detected degradation,31,0,139378046,542572955,104,2018,100,100,100,131,100
EV,16.85782954,106.1645622,1,2018,0,0,0,25,25,CODED detected degradation,31,0,139378047,542572956,104,2018,100,100,100,131,100
EV,16.83573098,106.1907031,1,2015,0,0,0,26,26,CODED detected degradation,31,0,139378048,542572957,103,2016,100,100,100,131,100
EV,16.61151149,106.2284324,1,2015,1,2015,0,39,39,Two more more detected degradation,41,1,139378061,542572970,103,2015,111,100,100,141,100
EV,16.84327683,106.0635017,1,2015,1,2015,0,40,40,Two more more detected degradation,41,1,139378062,542572971,104,2015,111,100,100,141,100
EV,16.80770354,105.9567818,1,2015,1,2015,0,49,49,Two more more detected degradation,41,1,139378071,542572980,103,2015,111,100,100,141,100
DD,16.28407557,106.1645622,1,2015,1,2015,0,39,39,Two more more detected degradation,41,1,139342264,542028390,304,2016,311,300,300,341,300
DD,16.262516,105.1043705,1,2018,1,2015,0,44,44,Two more more detected degradation,41,1,139342269,542028395,304,2019,311,300,300,341,300
EV,16.65759506,105.7034569,1,2016,1,2016,0,31,31,Two more more detected degradation,41,1,139378053,542572962,104,2016,111,100,100,141,100
EV,16.6354965,106.0486795,1,2016,1,2016,0,38,38,Two more more detected degradation,41,1,139378060,542572969,104,2016,111,100,100,141,100
MX,16.41046853,106.7280753,1,2017,1,2016,0,38,38,Two more more detected degradation,41,1,139378010,542572919,204,2017,211,200,200,241,200
MX,16.63873044,104.9550705,1,2016,1,2016,0,43,43,Two more more detected degradation,41,1,139378015,542572924,204,2017,211,200,200,241,200
MX,16.72469921,104.8052315,1,2015,1,2016,0,47,47,Two more more detected degradation,41,1,139378019,542572928,204,2015,211,200,200,241,200
DD,16.08438008,105.3851838,1,2015,1,2016,0,42,42,Two more more detected degradation,41,1,139342267,542028393,304,2016,311,300,300,341,300
EV,16.93140156,105.5358313,1,2016,1,2017,0,43,43,Two more more detected degradation,41,1,139378065,542572974,104,2016,111,100,100,141,100
EV,16.12992466,105.6282679,1,2017,1,2017,0,45,45,Two more more detected degradation,41,1,139378067,542572976,103,2017,111,100,100,141,100
EV,16.80581708,105.9047694,1,2017,1,2017,0,48,48,Two more more detected degradation,41,1,139378070,542572979,104,2017,111,100,100,141,100
MX,16.45008423,105.2663367,1,2018,1,2017,0,32,32,Two more more detected degradation,41,1,139378004,542572913,204,2019,211,200,200,241,200
MX,16.13261961,105.8422466,1,2018,1,2017,0,34,34,Two more more detected degradation,41,1,139378006,542572915,204,2019,211,200,200,241,200
MX,16.29269939,106.545358,1,2017,1,2017,0,39,39,Two more more detected degradation,41,1,139378011,542572920,204,2017,211,200,200,241,200
MX,16.61932683,106.5445495,1,2015,1,2017,0,44,44,Two more more detected degradation,41,1,139378016,542572925,203,2015,211,200,200,241,200
DD,16.69370734,105.1997715,1,2017,1,2017,0,31,31,Two more more detected degradation,41,1,139342256,542028382,304,2017,311,300,300,341,300
DD,16.20646113,105.275769,1,2016,1,2017,0,32,32,Two more more detected degradation,41,1,139342257,542028383,304,2017,311,300,300,341,300
DD,16.24526835,105.4549829,1,2016,1,2017,0,34,34,Two more more detected degradation,41,1,139342259,542028385,304,2017,311,300,300,341,300
DD,16.46005553,105.0046575,1,2015,1,2017,0,38,38,Two more more detected degradation,41,1,139342263,542028389,304,2016,311,300,300,341,300
DD,16.97101726,104.9141073,1,2017,1,2017,0,40,40,Two more more detected degradation,41,1,139342265,542028391,304,2017,311,300,300,341,300
EV,16.22290029,106.5189475,1,2018,1,2018,0,30,30,Two more more detected degradation,41,1,139378052,542572961,104,2018,111,100,100,141,100
EV,16.11752791,106.1179396,1,2015,1,2018,0,32,32,Two more more detected degradation,41,1,139378054,542572963,104,2016,111,100,100,141,100
EV,16.2326021,106.4909201,1,2015,1,2018,0,33,33,Two more more detected degradation,41,1,139378055,542572964,103,2015,111,100,100,141,100
EV,16.84947521,106.148662,1,2017,1,2018,0,42,42,Two more more detected degradation,41,1,139378064,542572973,104,2017,111,100,100,141,100
EV,16.21589344,106.495232,1,2017,1,2018,0,44,44,Two more more detected degradation,41,1,139378066,542572975,103,2017,111,100,100,141,100
EV,16.30267069,106.6353692,1,2018,1,2018,0,47,47,Two more more detected degradation,41,1,139378069,542572978,103,2018,111,100,100,141,100
MX,16.99500228,105.1116468,1,2018,1,2018,0,33,33,Two more more detected degradation,41,1,139378005,542572914,204,2019,211,200,200,241,200
MX,16.79907972,105.5778724,1,2018,1,2018,0,36,36,Two more more detected degradation,41,1,139378008,542572917,204,2018,211,200,200,241,200
MX,17.04944019,106.1570163,1,2018,1,2018,0,37,37,Two more more detected degradation,41,1,139378009,542572918,203,2018,211,200,200,241,200
MX,16.57674669,106.4639706,1,2018,1,2018,0,41,41,Two more more detected degradation,41,1,139378013,542572922,204,2018,211,200,200,241,200
MX,16.67672918,105.996128,1,2018,1,2018,0,42,42,Two more more detected degradation,41,1,139378014,542572923,204,2018,211,200,200,241,200
MX,16.38405806,105.1962681,1,2018,1,2018,0,45,45,Two more more detected degradation,41,1,139378017,542572926,204,2019,211,200,200,241,200
MX,16.54386835,106.4308228,1,2018,1,2018,0,46,46,Two more more detected degradation,41,1,139378018,542572927,204,2018,211,200,200,241,200
MX,16.53308856,105.9389952,1,2018,1,2018,0,48,48,Two more more detected degradation,41,1,139378020,542572929,204,2018,211,200,200,241,200
DD,17.00281762,105.1636593,1,2018,1,2018,0,30,30,Two more more detected degradation,41,1,139342255,542028381,304,2019,311,300,300,341,300
DD,16.4169364,105.0601734,1,2017,1,2018,0,35,35,Two more more detected degradation,41,1,139342260,542028386,304,2018,311,300,300,341,300
DD,16.28407557,105.0343019,1,2018,1,2018,0,36,36,Two more more detected degradation,41,1,139342261,542028387,304,2019,311,300,300,341,300
DD,16.859716,105.1571914,1,2018,1,2018,0,41,41,Two more more detected degradation,41,1,139342266,542028392,304,2018,311,300,300,341,300
DD,16.7303586,104.879612,1,2018,1,2018,0,43,43,Two more more detected degradation,41,1,139342268,542028394,304,2019,311,300,300,341,300
DD,16.11079055,105.1439862,1,2017,1,2018,0,45,45,Two more more detected degradation,41,1,139342270,542028396,304,2018,311,300,300,341,300
DD,16.85243965,104.9434822,1,2018,1,2018,0,46,46,Two more more detected degradation,41,1,139342271,542028397,304,2019,311,300,300,341,300
DD,16.62687268,105.1763255,1,2018,1,2018,0,47,47,Two more more detected degradation,41,1,139342272,542028398,304,2019,311,300,300,341,300
EV,16.85351762,106.174264,1,2018,1,2019,0,34,34,Two more more detected degradation,41,1,139378056,542572965,104,2018,111,100,100,141,100
EV,16.810129,105.922017,1,2015,1,2019,0,35,35,Two more more detected degradation,41,1,139378057,542572966,104,2016,111,100,100,141,100
EV,16.09003946,105.7349878,1,2015,1,2019,0,36,36,Two more more detected degradation,41,1,139378058,542572967,104,2015,111,100,100,141,100
EV,16.49401185,106.2893382,1,2018,1,2019,0,37,37,Two more more detected degradation,41,1,139378059,542572968,104,2018,111,100,100,141,100
EV,16.21050354,105.5110378,1,2018,1,2019,0,41,41,Two more more detected degradation,41,1,139378063,542572972,104,2019,111,100,100,141,100
EV,16.15417918,106.0020569,1,2018,1,2019,0,46,46,Two more more detected degradation,41,1,139378068,542572977,104,2019,111,100,100,141,100
MX,16.44765878,106.3556338,1,2018,1,2019,0,30,30,Two more more detected degradation,41,1,139378002,542572911,204,2018,211,200,200,241,200
MX,16.82036979,105.5705961,1,2018,1,2019,0,31,31,Two more more detected degradation,41,1,139378003,542572912,204,2019,211,200,200,241,200
MX,16.54791076,105.8942591,1,2018,1,2019,0,35,35,Two more more detected degradation,41,1,139378007,542572916,204,2019,211,200,200,241,200
MX,16.68589199,105.9880432,1,2018,1,2019,0,40,40,Two more more detected degradation,41,1,139378012,542572921,204,2018,211,200,200,241,200
MX,16.42798567,105.0175932,1,2015,1,2019,0,49,49,Two more more detected degradation,41,1,139378021,542572930,204,2015,211,200,200,241,200
DD,16.7503012,105.129703,1,2016,1,2019,0,33,33,Two more more detected degradation,41,1,139342258,542028384,304,2017,311,300,300,341,300
DD,17.01710084,105.003849,1,2017,1,2019,0,37,37,Two more more detected degradation,41,1,139342262,542028388,304,2018,311,300,300,341,300
DD,16.60396564,105.0138203,1,2015,1,2019,0,48,48,Two more more detected degradation,41,1,139342273,542028399,304,2016,311,300,300,341,300
DD,16.62741167,105.2154022,1,2018,1,2019,0,49,49,Two more more detected degradation,41,1,139342274,542028400,304,2019,311,300,300,341,300
