plot_id,lon,lat
139378071,105.9567818,16.80770354
139377972,106.543741,16.8397734
139377973,105.8794369,16.75191817
139377974,105.8357788,16.69370734
139377975,105.3447596,16.72928062
139377976,105.9317188,16.17897268
139377977,106.0284674,16.69370734
139377978,105.875664,16.50074921
139377979,106.3831223,16.81875282
139377980,105.8026309,16.48080661
139377981,105.9813058,16.19325589
139377982,106.2203475,16.99769723
139377983,106.0810188,16.69289885
139377984,105.0132813,17.09148134
139377985,105.8794369,16.99554127
139377986,105.7692136,16.84031239
139377987,105.8026309,17.04566726
139377988,106.4313618,16.30320968
139377989,106.070778,16.94272033
139377990,105.2334584,16.98368351
139377991,106.2251984,17.01817882
139377992,105.4045874,16.24284289
139377993,105.1579999,16.62202178
139377994,106.5520954,16.47865066
139377995,104.804423,16.66675788
139377996,105.0941297,16.44819777
139377997,106.5518259,16.46113351
139377998,105.6597988,17.03973838
139377999,105.2930167,16.52689019
139378000,105.0887398,16.92978459
139378001,104.927582,16.86807033
139378002,106.3556338,16.44765878
139378003,105.5705961,16.82036979
139378004,105.2663367,16.45008423
139378005,105.1116468,16.99500228
139378006,105.8422466,16.13261961
139378007,105.8942591,16.54791076
139378008,105.5778724,16.79907972
139378009,106.1570163,17.04944019
139378010,106.7280753,16.41046853
139378011,106.545358,16.29269939
139378012,105.9880432,16.68589199
139378013,106.4639706,16.57674669
139378014,105.996128,16.67672918
139378015,104.9550705,16.63873044
139378016,106.5445495,16.61932683
139378017,105.1962681,16.38405806
139378018,106.4308228,16.54386835
139378019,104.8052315,16.72469921
139378020,105.9389952,16.53308856
139378021,105.0175932,16.42798567
139430105,104.8701797,16.92708965
139430106,105.7670576,16.01592845
139430107,105.277925,16.04934578
139430108,105.2563654,16.12157033
139430109,104.8685627,16.46409795
139430110,105.5819149,16.17519975
139430111,105.8859048,16.36869687
139430112,105.5175057,16.65220517
139430113,105.1819849,16.17816419
139430114,105.9783414,16.13208062
139430115,105.773795,16.58779596
139430116,105.6905212,16.94137286
139430117,105.7031874,16.40750409
139430118,106.1058123,16.36896636
139430119,105.4048569,16.56973983
139430120,105.4380048,16.25847358
139430121,106.0036739,16.68508351
139430122,104.8036145,16.84947521
139430123,105.2520535,16.98098856
139430124,106.0381692,16.99931419
139430125,106.5116712,16.7899169
139430126,106.4065683,16.93194055
139430127,105.5479585,16.25982105
139430128,106.3187131,16.72658567
139430129,106.1411161,16.96185445
139430130,106.2583463,16.38351907
139430131,105.3218526,16.54198188
139430132,105.4218351,17.05078766
139430133,105.6638412,16.28973495
139430134,106.5545208,16.66756636
139430135,105.6867483,16.75757755
139430136,105.9457326,16.10647863
139430137,105.6549479,16.11483297
139430138,106.1974405,16.43391455
139430139,106.0122977,16.47353026
139430140,106.4259719,16.22640372
139430141,106.100153,16.10647863
139430142,105.9621717,16.09947177
139430143,105.4285724,16.96131546
139430144,106.2319358,17.03219253
139430145,105.7711001,16.83788694
139430146,105.6829753,16.89690625
139430147,106.1553993,16.53174109
139430148,105.725286,16.79746275
139430149,105.6161407,16.89501979
